基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,成立时间,自定义,手续费
005983,上投摩根核心精选,2021-09-07,3.4043,3.4043,2.90,-3.80,3.61,43.46,51.92,80.07,184.74,,72.99,240.43,2018-11-29,75.9535,1.50%
164905,交银新能源指数(LOF),2021-09-07,1.6011,1.6816,2.10,-2.11,-1.46,37.17,51.91,89.25,157.34,181.52,41.38,68.16,2015-03-26,81.9735,1.20%
001339,兴银鼎新灵活配置混合,2021-09-07,2.3690,2.4260,2.16,-5.95,5.20,42.54,51.66,63.94,156.94,165.58,46.96,149.77,2015-05-25,61.2456,0.50%
164304,新华中证环保产业指数,2021-09-07,1.6740,1.6740,2.65,0.31,3.39,38.19,51.52,82.51,134.37,143,47.62,92.15,2014-09-11,75.7482,1.00%
519113,浦银安盛精致生活混合,2021-09-07,4.57,4.63,3.37,-2.45,4.34,23.95,51.42,77.06,145.43,211.10,46.99,381.84,2009-06-04,71.2514,1.50%
090018,大成新锐产业混合,2021-09-07,6.4560,6.9560,2.80,3.25,19.36,36.09,51.30,94.75,247.47,341.29,78.94,789.66,2012-03-20,85.9729,1.50%
001811,中欧明睿新常态混合A,2021-09-07,3.5780,3.8290,3.44,-3.69,0.42,30.49,51.16,88.61,172.13,268.70,52.78,338.56,2016-03-03,80.8645,1.50%
007163,浦银安盛环保新能源A,2021-09-07,2.7620,2.7620,2.87,-2.97,0.19,41.52,51.09,98.11,168.99,,43.08,176.20,2019-07-09,91.8089,1.50%
001300,大成睿景灵活配置混合A,2021-09-07,2.5270,2.5270,2.72,2.39,21.14,36.15,51.05,85.26,224.81,321.87,75.24,152.70,2015-05-26,77.4194,1.50%
001606,农银工业4.0混合,2021-09-07,4.9363,4.9363,3.44,-0.44,-0.24,33.71,50.88,110.13,299.44,364.20,41.23,393.63,2015-08-13,97.0458,1.50%
011142,创金合信新材料新能源股票A,2021-09-07,1.4998,1.4998,3.17,-2.20,1,36.56,50.85,,,,49.88,49.98,2020-12-30,42.72,1.50%
007164,浦银安盛环保新能源C,2021-09-07,2.7319,2.7319,2.87,-2.97,0.16,41.40,50.83,97.41,166.66,,42.74,173.19,2019-07-09,91.1338,
005765,中欧明睿新常态混合C,2021-09-07,3.5120,3.6790,3.42,-3.73,0.31,30.22,50.54,87.11,167.74,259.66,51.90,228.92,2018-03-14,79.4886,
005299,万家成长优选混合A,2021-09-07,3.4342,3.4342,0.62,-0.58,2.52,21.36,50.45,72.68,200.06,302.74,47.09,243.42,2018-02-01,70.6305,1.50%
001301,大成睿景灵活配置混合C,2021-09-07,2.4010,2.4010,2.69,2.39,21.08,35.88,50.44,83.84,219.71,311.84,74.36,140.10,2015-05-26,76.0337,
011143,创金合信新材料新能源股票C,2021-09-07,1.4936,1.4936,3.16,-2.21,0.95,36.34,50.38,,,,49.26,49.36,2020-12-30,42.14,
001411,诺安创新驱动混合A,2021-09-07,1.6750,1.79,2.38,2.95,5.74,35.85,50.36,65.68,65.91,76.39,53.81,87.21,2015-06-18,58.5559,1.50%
005855,中科沃土沃瑞混合A,2021-09-07,3.2584,3.2584,2.03,2.73,3.35,26.09,50.32,73.18,174.88,,46.01,225.84,2019-01-14,68.6314,1.50%
002051,诺安创新驱动混合C,2021-09-07,1.6610,1.7760,2.40,2.91,5.80,35.81,50.18,65.27,65.35,75.67,53.65,83.89,2015-11-18,58.2090,1.50%
240022,华宝资源优选混合A,2021-09-07,3.9520,4.0610,2.41,-1.35,12.15,31.95,50.09,99.80,166.67,221.56,59.74,325.73,2012-08-21,92.2143,1.50%
005300,万家成长优选混合C,2021-09-07,3.3704,3.3704,0.62,-0.58,2.47,21.21,50.08,71.84,197.03,296.75,46.60,237.04,2018-02-01,69.8073,
006051,鹏扬核心价值灵活配置A,2021-09-07,2.9860,2.9860,2.99,-3.41,5.21,30.71,50.04,95.84,175.46,,43.04,198.60,2019-01-29,88.9946,1.50%
519120,浦银安盛新兴产业混合,2021-09-07,4.9510,4.9510,3.32,-2.85,3.51,23.71,50.03,75.88,136.89,193.65,46.70,395.10,2013-03-25,70.5151,1.50%
004223,金信多策略精选灵活配置,2021-09-07,1.9909,2.5172,1.92,-4.38,-4.21,34.69,49.93,70.92,90.83,97.18,50.89,202.59,2017-06-08,66.5092,1.50%
290014,泰信现代服务业混合,2021-09-07,3.4240,3.4840,3.95,-1.15,8.84,54.23,49.91,40.62,105.52,144.92,41.55,259.09,2013-02-07,35.1130,1.50%
001323,东吴移动互联混合A,2021-09-07,2.3356,2.3356,2.20,-2.53,-0.84,32.12,49.83,70.56,142.53,155.26,40.03,133.56,2015-05-27,62.6187,1.50%
011068,华宝资源优选混合C,2021-09-07,3.9430,3.9430,2.39,-1.35,12.11,31.83,49.81,,,,59.38,64.77,2020-12-23,58.50397,0.00%
003304,前海开源沪港深核心资源混合A,2021-09-07,2.9840,3.0140,1.22,-0.17,7.65,33.51,49.80,48.68,122.85,231.44,58.05,206.25,2016-10-17,46.3378,1.50%
006052,鹏扬核心价值灵活配置C,2021-09-07,2.9517,2.9517,2.99,-3.42,5.17,30.58,49.74,95.06,173.15,,42.65,195.17,2019-01-29,88.2567,
160225,国泰国证新能源汽车指数,2021-09-07,2.4293,2.4293,3.59,-0.50,-1.30,27.80,49.73,107.23,204.88,216.07,39.34,140.49,2015-08-27,94.4639,1.20%
003305,前海开源沪港深核心资源混合C,2021-09-07,2.9670,2.9970,1.23,-0.17,7.66,33.47,49.70,48.50,122.41,230.29,57.90,204.53,2016-10-17,46.1461,1.50%
002170,东吴移动互联混合C,2021-09-07,2.33,2.33,2.19,-2.54,-0.86,32.06,49.70,70.16,144.49,156.89,39.87,130.46,2015-11-26,62.2507,
005856,中科沃土沃瑞混合C,2021-09-07,3.2133,3.2133,2.03,2.70,3.06,25.84,49.69,72.01,172.45,,45.26,221.33,2019-01-14,67.5124,
009968,金鹰内需成长混合A,2021-09-07,1.5270,1.6793,2.87,-3.24,1.35,35.06,49.49,71.02,,,53.09,72.27,2020-08-20,65.2631,1.50%
006049,恒越研究精选混合A/B,2021-09-07,3.1473,3.1473,1.97,-0.27,-0.57,17.59,49.33,88.37,194.94,219.07,49.29,214.73,2018-07-04,83.3732,1.50%
160620,鹏华中证A股资源产业指数(LOF)A,2021-09-07,2.03,1.43,2.68,0.59,19.55,38,49.26,77.91,100.53,114.64,60.09,52.48,2012-09-27,71.6039,1.20%
007192,恒越研究精选混合C,2021-09-07,3.1331,3.1331,1.97,-0.28,-0.59,17.52,49.18,87.99,193.31,,49.08,173.30,2019-04-10,83.0134,
010792,华安成长先锋混合A,2021-09-07,1.4757,1.4757,1.66,-1.43,5.45,36.15,48.94,,,,,47.57,2021-02-23,43.84,1.50%
009969,金鹰内需成长混合C,2021-09-07,1.5159,1.6662,2.86,-3.25,1.28,34.79,48.89,69.66,,,52.26,70.83,2020-08-20,63.9638,
005009,申万菱信行业轮动股票,2021-09-07,2.3601,2.3601,2.82,-1.85,2.22,41.30,48.80,79.12,170.65,231.47,41.92,135.99,2017-09-29,71.6530,1.50%
010587,鹏扬先进制造混合A,2021-09-07,1.4442,1.4442,3.50,-3.88,4.29,33.09,48.72,,,,,44.42,2021-02-02,38.62,1.50%
010282,中信建投智享生活混合A,2021-09-07,1.4222,1.4222,2.44,-4.13,8.52,40.31,48.55,,,,41.79,42.22,2020-11-04,39.19,1.50%
001064,广发中证环保ETF联接A,2021-09-07,1.3007,1.3007,2.56,0.15,2.58,36.34,48.53,77.74,130.01,141.68,43.34,30.07,2015-03-25,71.3720,1.20%
010793,华安成长先锋混合C,2021-09-07,1.4710,1.4710,1.66,-1.44,5.40,35.95,48.48,,,,,47.10,2021-02-23,43.38,
002984,广发中证环保ETF联接C,2021-09-07,1.2850,1.2850,2.56,0.15,2.56,36.27,48.38,77.39,129.10,140.23,43.14,71.01,2016-07-06,71.0381,
002272,新华科技创新主题灵活配置混合,2021-09-07,2.2289,2.2289,2.40,-1.30,-4.01,27.49,48.32,80.33,155.32,166.61,34.19,122.89,2016-03-22,70.8900,1.50%
010283,中信建投智享生活混合C,2021-09-07,1.4175,1.4175,2.45,-4.13,8.48,40.19,48.26,,,,41.42,41.75,2020-11-04,38.72,
010588,鹏扬先进制造混合C,2021-09-07,1.4374,1.4374,3.51,-3.89,4.21,32.83,48.12,,,,,43.74,2021-02-02,37.98,
160805,长盛同智优势混合(LOF),2021-09-07,1.6616,3.2922,2,-2.84,-2.77,32.81,48.07,62.47,120.61,145.98,37.66,213.90,2007-01-05,56.1533,1.50%
004812,中欧先进制造股票A,2021-09-07,3.6855,3.6855,1.82,-4.96,-2.65,35.43,47.93,108.92,263.71,343.24,36.52,268.55,2018-01-19,103.6166,1.50%
007306,华泰柏瑞基本面智选A,2021-09-07,3.2253,3.2253,3.45,-1.06,-0.61,17.11,47.79,77.60,181.15,,33.27,222.53,2019-06-05,69.3337,1.50%
257060,国联安上证商品ETF联接,2021-09-07,1.2388,1.2388,3.65,1.14,18.85,37.72,47.69,83.09,131.08,134.80,58.45,23.88,2010-12-01,75.3769,1.50%
008638,广发科技创新混合,2021-09-07,2.2104,2.2104,2.27,-1.17,9.33,38.98,47.63,73.39,,,62.96,121.04,2019-12-25,68.3950,1.50%
007307,华泰柏瑞基本面智选C,2021-09-07,3.1938,3.1938,3.45,-1.07,-0.63,17.03,47.60,77.17,179.37,,33.04,219.38,2019-06-05,68.9244,
000739,平安新鑫先锋A,2021-09-07,3.0840,3.0840,2.77,-0.39,12.27,47.28,47.56,79.83,185.03,219.25,51.70,208.40,2015-01-29,76.1516,1.20%
000336,农银研究精选混合,2021-09-07,5.2508,5.2508,3.37,-0.47,-0.08,32.57,47.52,101.70,303.75,361.89,43.08,425.08,2013-11-05,89.4557,1.50%
006123,中融高股息混合A,2021-09-07,2.2192,2.2812,2.87,-1.36,14.22,41.97,47.36,55.30,,,55.86,133.12,2019-09-26,52.8411,1.50%
004813,中欧先进制造股票C,2021-09-07,3.6555,3.6555,1.81,-4.97,-2.71,35.16,47.33,107.27,260.11,341.22,35.78,265.55,2018-01-19,102.0356,
001515,平安新鑫先锋C,2021-09-07,2.9940,2.9940,2.78,-0.40,12.22,47.13,47.20,79.17,182.72,216.16,51.29,68.87,2015-06-16,75.5237,
007556,中航瑞明纯债C,2021-09-07,1.5045,1.5045,0,0.03,0.08,0.37,47.20,50,,,47.60,50.43,2020-04-10,49.9700,
006081,海富通电子传媒股票A,2021-09-07,3.2709,3.2709,1.08,-2.72,-4.18,35.55,47.17,65.44,148.08,,44.10,227.09,2018-12-26,62.2983,1.50%
004671,中融核心成长,2021-09-07,2.0954,2.0954,2.24,0.84,7.02,43.64,47.13,88.57,149.63,180.58,35.83,109.54,2017-09-29,79.8866,1.50%
000696,汇添富环保行业股票,2021-09-07,3.0470,3.0470,2.90,-1.39,-3.05,26.91,46.91,90.80,189.91,206.85,36.15,204.70,2014-09-16,80.3381,1.50%
006124,中融高股息混合C,2021-09-07,2.1654,2.2274,2.86,-1.38,14.14,41.70,46.76,54.03,,,54.97,127.61,2019-09-26,51.6077,
009368,浦银安盛价值精选混合A,2021-09-07,1.6983,1.6983,3.20,0.31,7.20,29.28,46.76,68.23,,,45.94,69.83,2020-07-22,,1.50%
290008,泰信发展主题混合,2021-09-07,3.0040,3.4430,4.27,-3.75,-0.56,28.98,46.75,60.73,134.14,192.22,36.67,307.76,2010-12-15,54.8422,1.50%
519115,浦银安盛红利精选混合,2021-09-07,4.5170,4.5170,2.85,-1.53,2.43,30.81,46.66,71.36,133.20,222.18,44.82,351.70,2009-12-03,64.8710,1.50%
006080,海富通电子传媒股票C,2021-09-07,3.1722,3.1722,1.07,-2.74,-4.25,35.28,46.57,64.12,144.77,,43.32,217.22,2018-12-26,61.0203,
519170,浦银安盛增长动力混合,2021-09-07,1.4150,1.4150,3.44,-3.08,2.91,26.34,46.48,60.61,99.30,152.23,40.66,41.50,2015-03-12,55.3916,1.50%
009369,浦银安盛价值精选混合C,2021-09-07,1.6908,1.6908,3.20,0.31,7.17,29.16,46.47,67.57,,,45.55,69.08,2020-07-22,,
377530,上投摩根行业轮动混合A,2021-09-07,4.8840,5.2390,3.28,-0.63,4.65,27.42,46.45,62.91,166.74,230.89,43.82,478.05,2010-01-28,56.9713,1.50%
007497,中庚价值灵动灵活配置混合,2021-09-07,2.2084,2.2084,2.15,4.77,14.43,35.74,46.38,42.91,108.12,,49.19,120.84,2019-07-16,38.0315,1.50%
002943,广发多因子混合,2021-09-07,3.6906,3.9309,2.28,7.34,16.14,22.95,46.32,111.33,214.08,311.82,82.13,317.91,2016-12-30,102.7880,1.50%
010701,恒越内需驱动混合A,2021-09-07,1.3412,1.3412,1.92,0.42,0.88,14.82,46.26,,,,,34.12,2021-01-04,30.58,1.50%
001877,宝盈国家安全沪港深股票,2021-09-07,1.7460,1.7460,1.04,1.16,6.40,30.98,46.11,48.72,94.65,121.01,55.06,74.60,2016-01-20,46.9336,1.50%
673060,西部利得景瑞灵活配置混合A,2021-09-07,2.9640,3.0590,2.24,0.95,0.85,31.09,45.87,73.74,137.61,298.89,44.09,219.11,2016-08-25,67.7022,0.60%
010363,信达澳银匠心臻选两年持有期混合,2021-09-07,1.6095,1.6095,1.99,1.08,9.65,32.75,45.72,,,,45.83,60.95,2020-10-30,55.01,1.50%
005825,申万菱信智能驱动股票,2021-09-07,3.8286,3.8286,1.09,-1.62,1.95,27.26,45.67,64.69,186.12,292.23,38.33,282.86,2018-06-13,60.8827,1.50%
010702,恒越内需驱动混合C,2021-09-07,1.3340,1.3340,1.92,0.40,0.80,14.59,45.66,,,,,33.40,2021-01-04,29.89,
008980,中邮科技创新精选混合A,2021-09-07,2.1183,2.1183,1.61,-1.57,0.93,34.88,45.63,60.55,,,32.55,111.83,2020-02-27,55.5101,1.20%
009258,西部利得景瑞灵活配置混合C,2021-09-07,2.9490,3.0440,2.22,0.96,0.82,30.95,45.56,73.06,,,43.64,134.61,2020-04-07,67.0774,
008981,中邮科技创新精选混合C,2021-09-07,2.1086,2.1086,1.61,-1.58,0.90,34.78,45.40,60.07,,,32.28,110.86,2020-02-27,55.0520,
000584,新华鑫益灵活配置混合,2021-09-07,6.4633,6.4633,0.86,0.36,2.38,35.55,45.39,67.27,175.03,239.46,38.58,546.33,2014-04-16,62.7226,
004423,华商研究精选灵活配置,2021-09-07,3.3240,3.3240,2.31,-1.92,1.40,36.29,45.34,46.50,127.67,202.46,34.96,232.40,2017-05-24,42.0890,1.50%
160221,国泰国证有色金属行业指数(LOF),2021-09-07,1.7576,1.2451,2.22,-4.38,9.26,35.18,45.33,94.47,130.71,142.72,59.41,33.26,2015-03-30,88.3048,
001537,中加改革红利混合,2021-09-07,2.0257,2.0857,1.51,-4.42,0.01,27.78,45.33,59.14,110.16,147.43,45.23,114.02,2015-08-13,57.3179,1.50%
002669,华商万众创新混合,2021-09-07,3.0990,3.0990,3.44,-2.67,5.12,28.86,45.29,67.24,231.44,346.54,36.22,209.90,2016-06-28,60.7663,1.50%
519095,新华行业周期轮换混合,2021-09-07,5.2914,6.1914,2.17,-0.75,-2.44,24.62,44.99,88.31,186.95,252.06,34.98,610.42,2010-07-21,78.8719,1.50%
161217,国投瑞银中证资源指数,2021-09-07,1.4350,1.4350,2.35,-1.58,13.89,33.61,44.95,94.44,127.42,131.08,62.33,43.50,2011-07-21,87.6694,1.20%
050024,博时上证自然资源ETF联接,2021-09-07,1.1946,1.1946,3.02,-0.19,16.33,36.01,44.69,83.11,91.69,90.74,58.96,19.46,2012-04-10,76.0270,1.20%
165520,信诚中证800有色指数(LOF)A,2021-09-07,2.1221,1.9219,2.25,-4.55,10.07,34.74,44.56,104.42,153.45,168.14,63.62,131.25,2013-08-30,98.2818,1.20%
010826,大成产业趋势混合A,2021-09-07,1.3884,1.3884,2.46,2.72,21.73,38.95,44.53,,,,,38.84,2021-02-09,32.85,1.50%
005708,国联安远见成长混合,2021-09-07,3.0955,3.0955,2.39,-3.78,5.85,27.71,44.48,66.59,162.29,208.87,32.40,209.55,2018-05-15,60.9978,1.50%
200015,长城优化升级混合A,2021-09-07,5.1350,5.25,2.27,-2.08,6.46,36.41,44.46,60.79,155.31,211.51,46.05,474.64,2012-04-20,58.3385,1.50%
000039,农银高增长混合,2021-09-07,4.2964,4.2964,2.37,-2.07,-0.39,34.60,44.45,42.43,122.28,158.54,29.25,329.64,2013-03-26,35.8483,1.50%
005571,中银证券新能源混合A,2021-09-07,2.5525,2.5525,3.97,5.43,7.82,22.49,44.40,70.01,135.04,155.02,36.48,155.25,2018-08-02,61.2095,1.50%
009853,中加优势企业混合A,2021-09-07,1.7420,1.7420,3.21,-3.47,9.86,21.98,44.38,67.53,,,39.02,74.20,2020-08-13,,1.50%
001128,宝盈新兴产业混合A,2021-09-07,1.2250,1.2250,1.09,1.02,7.01,31.16,44.29,37.80,100.49,149.49,33.73,22.50,2015-04-13,35.2306,1.50%
519126,浦银安盛新经济结构混合A,2021-09-07,4.0472,4.0472,3.13,0.04,7.97,27.23,44.23,80.52,198.03,279.31,47.60,304.72,2014-05-20,74.7591,1.50%
005572,中银证券新能源混合C,2021-09-07,2.5257,2.5257,3.97,5.42,7.79,22.38,44.14,69.41,133.41,152.39,36.15,152.57,2018-08-02,60.6479,
001702,东方创新科技混合,2021-09-07,2.9893,2.9893,2.94,-1.04,6.35,37.06,44.13,79.18,199.68,298.73,35.61,198.93,2015-09-08,72.4210,1.50%
410001,华富竞争力优选混合,2021-09-07,1.9619,4.3353,2.19,0.39,4.29,30.51,44.03,35.88,74.34,116.76,34.82,574.08,2005-03-02,32.4145,1.50%
010827,大成产业趋势混合C,2021-09-07,1.3822,1.3822,2.45,2.70,21.66,38.69,43.96,,,,,38.22,2021-02-09,32.27,
161715,招商大宗商品(LOF),2021-09-07,1.7927,1.9312,3.06,1.46,18.37,32.72,43.83,73.80,100.50,120.31,59.08,108.67,2012-06-28,67.6199,1.20%
004139,中邮军民融合灵活配置混合,2021-09-07,2.2885,2.2885,1.60,-3.38,2.40,34.93,43.82,60.75,143.25,167.35,26.51,128.85,2017-04-01,55.9848,1.50%
009854,中加优势企业混合C,2021-09-07,1.7230,1.7230,3.22,-3.48,9.79,21.74,43.81,65.78,,,38.27,72.30,2020-08-13,,
519908,华夏兴华混合A,2021-09-07,4.0350,8.5810,2.15,-5.37,1.71,26.05,43.75,76.28,145.29,174.12,30.41,303.50,2013-04-12,71.3412,1.50%
519997,长信银利精选混合,2021-09-07,1.5578,4.2564,3.80,2.10,17.21,33.80,43.59,64,139.87,186.74,51.97,1147.16,2005-01-17,56.4452,1.50%
006299,恒越核心精选混合A,2021-09-07,3.0314,3.0314,1.94,0.27,-0.55,13.68,43.59,79.76,190.45,,42.57,203.14,2018-11-15,74.5493,1.50%
007193,恒越核心精选混合C,2021-09-07,3.0342,3.0342,1.94,0.27,-0.56,13.63,43.44,79.40,189.11,,42.38,170.55,2019-04-10,74.2032,
004890,中邮健康文娱混合,2021-09-07,2.8657,2.8657,1.05,-4.99,-3.09,27.75,43.23,63.88,163.63,214.57,32.15,186.57,2017-12-13,60.2276,1.50%
582003,东吴配置优化混合A,2021-09-07,2.5802,2.8042,3.53,0.49,21.99,38.92,43.13,71.76,128.15,155.64,53.67,207.76,2012-08-13,67.3212,1.50%
004895,华商鑫安灵活混合,2021-09-07,2.6020,2.7280,3.29,-2.98,3.91,26.62,43.12,61.92,221.50,240.59,32.96,192.56,2017-09-06,56.0672,1.50%
004332,恒生沪港深新兴产业精选混合,2021-09-07,2.3115,2.3115,2.77,-3.61,-0.45,33.43,43.08,60.16,120.04,146.24,36.32,131.15,2017-04-01,55.5086,1.50%
001856,易方达环保主题混合,2021-09-07,4.4910,4.4910,2.09,0.81,8.11,44.59,42.84,86.12,224.03,375.24,44.03,349.10,2017-06-02,82.8015,1.50%
003501,泰达睿智稳健灵活配置混合,2021-09-07,1.5771,1.7772,2.14,3.41,5.37,28.69,42.82,56.51,95.33,120.48,39.51,82.91,2016-11-23,50.1250,1.50%
620002,金元顺安成长动力混合,2021-09-07,1.5770,2.05,2.14,-3.37,4.51,30.76,42.78,50.18,84.68,129.10,33.81,133.14,2008-09-03,47.1326,1.50%
001322,东吴新趋势价值线混合,2021-09-07,1.3196,1.3196,1.72,-2.36,-1.12,27.63,42.64,62.29,138.63,159.25,32.81,31.96,2015-07-01,55.3683,1.50%
630011,华商主题精选混合,2021-09-07,2.8680,3.7680,2.43,-1.65,2.28,34.90,42.54,40.80,111.50,172.11,31.86,334.07,2012-05-31,36.2297,1.50%
009062,财通智慧成长混合A,2021-09-07,1.8310,1.8310,3.53,-1.29,19.94,39.91,42.49,63.88,,,51.30,83.10,2020-04-03,61.7381,1.50%
690008,民生中证内地资源主题指数A,2021-09-07,1.2010,1.2010,2.39,-2.20,13.20,31.98,42.47,87.66,90.33,88.54,58.23,20.10,2012-03-08,81.2500,1.20%
008961,华商科技创新混合,2021-09-07,1.8726,1.8726,2.15,-2.59,0.20,34.95,42.40,52.06,,,30.69,87.26,2020-03-06,47.3731,1.50%
001751,华商信用增强债券A,2021-09-07,1.5420,1.5420,2.25,2.80,10.86,30.02,42.38,63.87,72.68,78.06,44.65,54.20,2015-09-08,59.0861,0.80%
002345,华夏高端制造混合,2021-09-07,2.0610,2.0610,1.73,-5.46,-0.77,32.97,42.33,84.02,170.47,227.14,30.61,106.10,2016-05-11,80.7143,1.50%
000462,农银主题轮动混合,2021-09-07,3.1968,3.1968,2.28,-2.16,-0.23,34.34,42.22,48.33,164,237.54,31.33,219.68,2015-04-10,41.6620,1.50%
001643,汇丰晋信智造先锋股票A,2021-09-07,4.2517,4.2517,2.28,-0.45,0.92,20.69,42.20,116.77,303.92,399.32,40.64,325.04,2015-09-30,107.0103,1.50%
001752,华商信用增强债券C,2021-09-07,1.5050,1.5050,2.24,2.80,10.82,29.85,42.12,63.23,71.41,76.02,44.30,50.50,2015-09-08,58.4599,
200001,长城久恒灵活配置混合,2021-09-07,2.8888,4.3308,1.61,-4.51,-2.24,34.06,41.99,43.03,98.54,146.06,30.63,774.12,2003-10-31,40.6348,1.20%
001858,建信鑫利灵活配置混合,2021-09-07,3.0656,3.0656,2.06,-0.98,2.58,28.33,41.99,92.08,204.07,245.46,36.46,206.56,2015-10-29,87.3371,1.50%
000541,华商创新成长混合发起式,2021-09-07,3.7970,4.0520,3.32,-3.04,3.43,25.94,41.94,59.27,189.85,295.52,32.12,362.35,2014-03-18,53.4816,1.50%
004432,南方有色金属ETF联接A,2021-09-07,1.5587,1.5587,2.28,-4.95,9.15,32.87,41.93,87.34,124.11,139.98,53.95,55.87,2017-09-08,81.4183,1.20%
009063,财通智慧成长混合C,2021-09-07,1.8103,1.8103,3.53,-1.31,19.86,39.64,41.92,62.58,,,50.48,81.03,2020-04-03,60.4670,
001644,汇丰晋信智造先锋股票C,2021-09-07,4.1314,4.1314,2.28,-0.46,0.87,20.54,41.84,115.68,300.06,392.30,40.15,313.02,2015-09-30,105.9827,
004433,南方有色金属ETF联接C,2021-09-07,1.5341,1.5341,2.27,-4.96,9.12,32.73,41.64,86.58,122.33,137.15,53.52,53.41,2017-09-08,80.6981,
010345,华泰柏瑞成长智选混合A,2021-09-07,1.3133,1.3133,3.47,-1.67,-1.07,12.12,41.64,,,,21.78,31.33,2020-11-23,23.99,1.50%
010990,南方有色金属ETF联接E,2021-09-07,1.5543,1.5543,2.27,-4.96,9.11,32.73,41.63,,,,53.51,60.45,2020-12-18,55.393827,
001475,易方达国防军工混合,2021-09-07,1.9880,1.9880,0.51,-5.83,1.27,31.05,41.60,50.83,134.43,162.96,25.74,98.80,2015-06-19,47.2686,1.50%
000756,建信潜力新蓝筹股票,2021-09-07,3.50,3.50,2.46,2.13,15.47,29.87,41.59,70.65,150,183.86,44.81,250,2014-09-10,66.1628,1.50%
519089,新华优选成长混合,2021-09-07,3.2222,4.5788,0.83,0.27,2.52,33.15,41.52,63.65,166.12,220.76,35.63,747.98,2008-07-25,59.2541,1.50%
000242,景顺长城策略精选灵活配置混合,2021-09-07,3.2140,3.7640,2.55,0.63,10.07,22.91,41.46,65.33,156.71,230.32,51.25,407.48,2013-08-07,60.1337,1.50%
580009,东吴多策略混合A,2021-09-07,2.3778,3.1408,1.34,-6.08,3.95,39.25,41.41,52.92,113.93,165.91,27.39,342.33,2013-01-30,48.2925,1.50%
001790,国泰智能汽车股票A,2021-09-07,2.9830,2.9830,1.91,-3.21,-6.46,19.37,41.37,89.64,261.58,288.92,29.81,198.30,2017-08-01,80.1653,1.50%
519158,新华趋势领航混合,2021-09-07,4.6771,5.1435,0.84,0.22,2.76,31.65,41.31,56.84,125.08,194.71,30.03,485.12,2013-09-11,52.4950,1.50%
005136,华安幸福生活混合,2021-09-07,3.6306,3.6306,3.50,-0.56,7.21,31.51,41.31,70.21,208.28,324.14,43.22,263.06,2017-10-26,63.9944,1.50%
010346,华泰柏瑞成长智选混合C,2021-09-07,1.3081,1.3081,3.46,-1.68,-1.12,11.98,41.28,,,,21.36,30.81,2020-11-23,23.51,
011323,国泰智能汽车股票C,2021-09-07,2.9750,2.9750,1.92,-3.22,-6.48,19.19,41.06,,,,,17.17,2021-01-25,11.343048,
481010,工银中小盘混合,2021-09-07,4.6490,4.6490,2.63,-1.36,0.74,30.99,41.01,71.74,227.16,324.57,28.11,364.90,2010-02-10,63.8714,1.50%
007872,金信稳健策略灵活配置混合,2021-09-07,2.0057,2.0057,0.35,0.52,-6.05,15,40.96,68.24,,,38.86,100.57,2019-12-13,62.4056,1.50%
001225,中邮趋势精选灵活配置混合,2021-09-07,0.99,0.99,1.02,-4.81,-3.23,27.91,40.83,59.94,96.82,113.36,29.58,-1,2015-05-27,56.2197,1.50%
005161,华商上游产业股票,2021-09-07,2.2327,2.2327,2.58,-1.40,7.70,35.03,40.68,55.50,134.08,168.39,39.19,123.27,2017-12-27,51.2676,1.50%
011229,创金合信数字经济主题股票A,2021-09-07,1.4617,1.4617,1.30,3.02,8.60,28.90,40.64,,,,,46.17,2021-01-20,42.23,1.50%
004877,汇添富全球医疗混合人民币,2021-09-06,2.6652,2.6652,0.96,0.63,-3.51,23.35,40.54,51.63,119.25,137.69,42.03,166.52,2017-08-16,52.2170,1.60%
260111,景顺长城公司治理混合,2021-09-07,2.1540,3.3420,1.41,-0.14,-1.60,21.83,40.33,62.44,120.64,161.53,34.78,408.57,2008-10-22,57.3157,1.50%
310358,申万菱信新经济混合,2021-09-07,1.7396,3.3722,1.59,2.50,6.22,22.22,40.32,51.70,123.10,163.70,42.38,412.46,2006-12-06,46.1928,1.50%
005628,汇安趋势动力股票A,2021-09-07,1.8344,1.8344,2.84,-1.32,1.78,36.81,40.29,46.85,61.82,90.25,32.07,83.44,2018-04-25,39.1691,1.50%
011230,创金合信数字经济主题股票C,2021-09-07,1.4571,1.4571,1.30,3.01,8.56,28.73,40.28,,,,,45.71,2021-01-20,41.8,
001480,财通成长优选混合,2021-09-07,2.7980,2.7980,3.94,-2.34,21.65,37.22,40.25,59.43,126.93,280.16,50.03,179.80,2015-06-29,58.9744,1.50%
000592,建信改革红利股票,2021-09-07,6.6150,6.6150,2.75,-0.88,4.39,27.41,40.18,82.94,194.92,271.21,34.02,561.50,2014-05-14,77.2954,1.50%
519110,浦银安盛价值成长混合A,2021-09-07,2.5270,2.99,3.31,-2.85,2.35,18.86,40.16,58.97,101.12,153.74,35.45,229.63,2008-04-16,53.9364,1.50%
001166,建信环保产业股票,2021-09-07,1.7580,1.7580,1.50,-3.14,1.68,32.08,40.08,80.12,158.15,192.51,35.75,75.80,2015-04-22,76.1270,1.50%
